,sentence,bigrams,trigrams
1261,تو بجاه ربي هاذا كفتاجي اصيل خويا لكفتاجي اصيل تلقاه كان فل قرو وهيا لقرو وفا 4 مناس صحاح لباقي لكل تجخلط خيري فل بلاد عربي بيك حسين حومه علي باي بوديسه وسط بلاد,"[('تو', 'بجاه'), ('بجاه', 'ربي'), ('ربي', 'هاذا'), ('هاذا', 'كفتاجي'), ('كفتاجي', 'اصيل'), ('اصيل', 'خويا'), ('خويا', 'لكفتاجي'), ('لكفتاجي', 'اصيل'), ('اصيل', 'تلقاه'), ('تلقاه', 'كان'), ('كان', 'فل'), ('فل', 'قرو'), ('قرو', 'وهيا'), ('وهيا', 'لقرو'), ('لقرو', 'وفا'), ('وفا', '4'), ('4', 'مناس'), ('مناس', 'صحاح'), ('صحاح', 'لباقي'), ('لباقي', 'لكل'), ('لكل', 'تجخلط'), ('تجخلط', 'خيري'), ('خيري', 'فل'), ('فل', 'بلاد'), ('بلاد', 'عربي'), ('عربي', 'بيك'), ('بيك', 'حسين'), ('حسين', 'حومه'), ('حومه', 'علي'), ('علي', 'باي'), ('باي', 'بوديسه'), ('بوديسه', 'وسط'), ('وسط', 'بلاد')]","[('تو', 'بجاه', 'ربي'), ('بجاه', 'ربي', 'هاذا'), ('ربي', 'هاذا', 'كفتاجي'), ('هاذا', 'كفتاجي', 'اصيل'), ('كفتاجي', 'اصيل', 'خويا'), ('اصيل', 'خويا', 'لكفتاجي'), ('خويا', 'لكفتاجي', 'اصيل'), ('لكفتاجي', 'اصيل', 'تلقاه'), ('اصيل', 'تلقاه', 'كان'), ('تلقاه', 'كان', 'فل'), ('كان', 'فل', 'قرو'), ('فل', 'قرو', 'وهيا'), ('قرو', 'وهيا', 'لقرو'), ('وهيا', 'لقرو', 'وفا'), ('لقرو', 'وفا', '4'), ('وفا', '4', 'مناس'), ('4', 'مناس', 'صحاح'), ('مناس', 'صحاح', 'لباقي'), ('صحاح', 'لباقي', 'لكل'), ('لباقي', 'لكل', 'تجخلط'), ('لكل', 'تجخلط', 'خيري'), ('تجخلط', 'خيري', 'فل'), ('خيري', 'فل', 'بلاد'), ('فل', 'بلاد', 'عربي'), ('بلاد', 'عربي', 'بيك'), ('عربي', 'بيك', 'حسين'), ('بيك', 'حسين', 'حومه'), ('حسين', 'حومه', 'علي'), ('حومه', 'علي', 'باي'), ('علي', 'باي', 'بوديسه'), ('باي', 'بوديسه', 'وسط'), ('بوديسه', 'وسط', 'بلاد')]"
1262,اعجب جدا كفتاجي ولكن لاحظت ان صحن صغير جدا لايسمن ولايغ من جوع,"[('اعجب', 'جدا'), ('جدا', 'كفتاجي'), ('كفتاجي', 'ولكن'), ('ولكن', 'لاحظت'), ('لاحظت', 'ان'), ('ان', 'صحن'), ('صحن', 'صغير'), ('صغير', 'جدا'), ('جدا', 'لايسمن'), ('لايسمن', 'ولايغ'), ('ولايغ', 'من'), ('من', 'جوع')]","[('اعجب', 'جدا', 'كفتاجي'), ('جدا', 'كفتاجي', 'ولكن'), ('كفتاجي', 'ولكن', 'لاحظت'), ('ولكن', 'لاحظت', 'ان'), ('لاحظت', 'ان', 'صحن'), ('ان', 'صحن', 'صغير'), ('صحن', 'صغير', 'جدا'), ('صغير', 'جدا', 'لايسمن'), ('جدا', 'لايسمن', 'ولايغ'), ('لايسمن', 'ولايغ', 'من'), ('ولايغ', 'من', 'جوع')]"
1263,برشا ملح حط,"[('برشا', 'ملح'), ('ملح', 'حط')]","[('برشا', 'ملح', 'حط')]"
1264,بلاد خير,"[('بلاد', 'خير')]",[]
1265,طريقه تخليط سامه احتكاك حديد مع حديد  حداري تم حداري من هده امور ناهيك عن اكل في حد ذاتي  استفاده اكتر شاهدو دكتور محمد فائد,"[('طريقه', 'تخليط'), ('تخليط', 'سامه'), ('سامه', 'احتكاك'), ('احتكاك', 'حديد'), ('حديد', 'مع'), ('مع', 'حديد'), ('حديد', ''), ('', 'حداري'), ('حداري', 'تم'), ('تم', 'حداري'), ('حداري', 'من'), ('من', 'هده'), ('هده', 'امور'), ('امور', 'ناهيك'), ('ناهيك', 'عن'), ('عن', 'اكل'), ('اكل', 'في'), ('في', 'حد'), ('حد', 'ذاتي'), ('ذاتي', ''), ('', 'استفاده'), ('استفاده', 'اكتر'), ('اكتر', 'شاهدو'), ('شاهدو', 'دكتور'), ('دكتور', 'محمد'), ('محمد', 'فائد')]","[('طريقه', 'تخليط', 'سامه'), ('تخليط', 'سامه', 'احتكاك'), ('سامه', 'احتكاك', 'حديد'), ('احتكاك', 'حديد', 'مع'), ('حديد', 'مع', 'حديد'), ('مع', 'حديد', ''), ('حديد', '', 'حداري'), ('', 'حداري', 'تم'), ('حداري', 'تم', 'حداري'), ('تم', 'حداري', 'من'), ('حداري', 'من', 'هده'), ('من', 'هده', 'امور'), ('هده', 'امور', 'ناهيك'), ('امور', 'ناهيك', 'عن'), ('ناهيك', 'عن', 'اكل'), ('عن', 'اكل', 'في'), ('اكل', 'في', 'حد'), ('في', 'حد', 'ذاتي'), ('حد', 'ذاتي', ''), ('ذاتي', '', 'استفاده'), ('', 'استفاده', 'اكتر'), ('استفاده', 'اكتر', 'شاهدو'), ('اكتر', 'شاهدو', 'دكتور'), ('شاهدو', 'دكتور', 'محمد'), ('دكتور', 'محمد', 'فائد')]"
1266,محلاه اما طماطم خايبه و فلفل زادا حاول تطيب بفلفل مليح,"[('محلاه', 'اما'), ('اما', 'طماطم'), ('طماطم', 'خايبه'), ('خايبه', 'و'), ('و', 'فلفل'), ('فلفل', 'زادا'), ('زادا', 'حاول'), ('حاول', 'تطيب'), ('تطيب', 'بفلفل'), ('بفلفل', 'مليح')]","[('محلاه', 'اما', 'طماطم'), ('اما', 'طماطم', 'خايبه'), ('طماطم', 'خايبه', 'و'), ('خايبه', 'و', 'فلفل'), ('و', 'فلفل', 'زادا'), ('فلفل', 'زادا', 'حاول'), ('زادا', 'حاول', 'تطيب'), ('حاول', 'تطيب', 'بفلفل'), ('تطيب', 'بفلفل', 'مليح')]"
1267,كفتاجي اصلا من غير تسطيره كل حاجه واحد علاه دخل بيهم في بعض و دخلت صحن تونسي يشبه الي كفتاجي انتم تخلط باش تكسب تعمل اكثر ممكن من اصحن كفتاجي معروف عظمه فوق هريسه مع قرن فلفل سلاطه خظره و بطاطا و زيت,"[('كفتاجي', 'اصلا'), ('اصلا', 'من'), ('من', 'غير'), ('غير', 'تسطيره'), ('تسطيره', 'كل'), ('كل', 'حاجه'), ('حاجه', 'واحد'), ('واحد', 'علاه'), ('علاه', 'دخل'), ('دخل', 'بيهم'), ('بيهم', 'في'), ('في', 'بعض'), ('بعض', 'و'), ('و', 'دخلت'), ('دخلت', 'صحن'), ('صحن', 'تونسي'), ('تونسي', 'يشبه'), ('يشبه', 'الي'), ('الي', 'كفتاجي'), ('كفتاجي', 'انتم'), ('انتم', 'تخلط'), ('تخلط', 'باش'), ('باش', 'تكسب'), ('تكسب', 'تعمل'), ('تعمل', 'اكثر'), ('اكثر', 'ممكن'), ('ممكن', 'من'), ('من', 'اصحن'), ('اصحن', 'كفتاجي'), ('كفتاجي', 'معروف'), ('معروف', 'عظمه'), ('عظمه', 'فوق'), ('فوق', 'هريسه'), ('هريسه', 'مع'), ('مع', 'قرن'), ('قرن', 'فلفل'), ('فلفل', 'سلاطه'), ('سلاطه', 'خظره'), ('خظره', 'و'), ('و', 'بطاطا'), ('بطاطا', 'و'), ('و', 'زيت')]","[('كفتاجي', 'اصلا', 'من'), ('اصلا', 'من', 'غير'), ('من', 'غير', 'تسطيره'), ('غير', 'تسطيره', 'كل'), ('تسطيره', 'كل', 'حاجه'), ('كل', 'حاجه', 'واحد'), ('حاجه', 'واحد', 'علاه'), ('واحد', 'علاه', 'دخل'), ('علاه', 'دخل', 'بيهم'), ('دخل', 'بيهم', 'في'), ('بيهم', 'في', 'بعض'), ('في', 'بعض', 'و'), ('بعض', 'و', 'دخلت'), ('و', 'دخلت', 'صحن'), ('دخلت', 'صحن', 'تونسي'), ('صحن', 'تونسي', 'يشبه'), ('تونسي', 'يشبه', 'الي'), ('يشبه', 'الي', 'كفتاجي'), ('الي', 'كفتاجي', 'انتم'), ('كفتاجي', 'انتم', 'تخلط'), ('انتم', 'تخلط', 'باش'), ('تخلط', 'باش', 'تكسب'), ('باش', 'تكسب', 'تعمل'), ('تكسب', 'تعمل', 'اكثر'), ('تعمل', 'اكثر', 'ممكن'), ('اكثر', 'ممكن', 'من'), ('ممكن', 'من', 'اصحن'), ('من', 'اصحن', 'كفتاجي'), ('اصحن', 'كفتاجي', 'معروف'), ('كفتاجي', 'معروف', 'عظمه'), ('معروف', 'عظمه', 'فوق'), ('عظمه', 'فوق', 'هريسه'), ('فوق', 'هريسه', 'مع'), ('هريسه', 'مع', 'قرن'), ('مع', 'قرن', 'فلفل'), ('قرن', 'فلفل', 'سلاطه'), ('فلفل', 'سلاطه', 'خظره'), ('سلاطه', 'خظره', 'و'), ('خظره', 'و', 'بطاطا'), ('و', 'بطاطا', 'و'), ('بطاطا', 'و', 'زيت')]"
1268,اسف ماكلت خلط جلط صب هريسه وكولبعاد ياسر عالماكل عالميه,"[('اسف', 'ماكلت'), ('ماكلت', 'خلط'), ('خلط', 'جلط'), ('جلط', 'صب'), ('صب', 'هريسه'), ('هريسه', 'وكولبعاد'), ('وكولبعاد', 'ياسر'), ('ياسر', 'عالماكل'), ('عالماكل', 'عالميه')]","[('اسف', 'ماكلت', 'خلط'), ('ماكلت', 'خلط', 'جلط'), ('خلط', 'جلط', 'صب'), ('جلط', 'صب', 'هريسه'), ('صب', 'هريسه', 'وكولبعاد'), ('هريسه', 'وكولبعاد', 'ياسر'), ('وكولبعاد', 'ياسر', 'عالماكل'), ('ياسر', 'عالماكل', 'عالميه')]"
1269,ماشاء الله كلش في تونس شباب ,"[('ماشاء', 'الله'), ('الله', 'كلش'), ('كلش', 'في'), ('في', 'تونس'), ('تونس', 'شباب'), ('شباب', '')]","[('ماشاء', 'الله', 'كلش'), ('الله', 'كلش', 'في'), ('كلش', 'في', 'تونس'), ('في', 'تونس', 'شباب'), ('تونس', 'شباب', '')]"
1270,صاباط اسم مش صباط,"[('صاباط', 'اسم'), ('اسم', 'مش'), ('مش', 'صباط')]","[('صاباط', 'اسم', 'مش'), ('اسم', 'مش', 'صباط')]"
1271,من جزائر هذا فن و تراث و ليس اكل سريع مشاء له,"[('من', 'جزائر'), ('جزائر', 'هذا'), ('هذا', 'فن'), ('فن', 'و'), ('و', 'تراث'), ('تراث', 'و'), ('و', 'ليس'), ('ليس', 'اكل'), ('اكل', 'سريع'), ('سريع', 'مشاء'), ('مشاء', 'له')]","[('من', 'جزائر', 'هذا'), ('جزائر', 'هذا', 'فن'), ('هذا', 'فن', 'و'), ('فن', 'و', 'تراث'), ('و', 'تراث', 'و'), ('تراث', 'و', 'ليس'), ('و', 'ليس', 'اكل'), ('ليس', 'اكل', 'سريع'), ('اكل', 'سريع', 'مشاء'), ('سريع', 'مشاء', 'له')]"
1272,ممكن بنين اما براس ديك امشي اعمل ستاج في قيروانان الي طيبتو موش كفتاجي و انشاء الله رمضان مبروك,"[('ممكن', 'بنين'), ('بنين', 'اما'), ('اما', 'براس'), ('براس', 'ديك'), ('ديك', 'امشي'), ('امشي', 'اعمل'), ('اعمل', 'ستاج'), ('ستاج', 'في'), ('في', 'قيروانان'), ('قيروانان', 'الي'), ('الي', 'طيبتو'), ('طيبتو', 'موش'), ('موش', 'كفتاجي'), ('كفتاجي', 'و'), ('و', 'انشاء'), ('انشاء', 'الله'), ('الله', 'رمضان'), ('رمضان', 'مبروك')]","[('ممكن', 'بنين', 'اما'), ('بنين', 'اما', 'براس'), ('اما', 'براس', 'ديك'), ('براس', 'ديك', 'امشي'), ('ديك', 'امشي', 'اعمل'), ('امشي', 'اعمل', 'ستاج'), ('اعمل', 'ستاج', 'في'), ('ستاج', 'في', 'قيروانان'), ('في', 'قيروانان', 'الي'), ('قيروانان', 'الي', 'طيبتو'), ('الي', 'طيبتو', 'موش'), ('طيبتو', 'موش', 'كفتاجي'), ('موش', 'كفتاجي', 'و'), ('كفتاجي', 'و', 'انشاء'), ('و', 'انشاء', 'الله'), ('انشاء', 'الله', 'رمضان'), ('الله', 'رمضان', 'مبروك')]"
1273,حتي مرقاز اقدوه في حنوه امتاع,"[('حتي', 'مرقاز'), ('مرقاز', 'اقدوه'), ('اقدوه', 'في'), ('في', 'حنوه'), ('حنوه', 'امتاع')]","[('حتي', 'مرقاز', 'اقدوه'), ('مرقاز', 'اقدوه', 'في'), ('اقدوه', 'في', 'حنوه'), ('في', 'حنوه', 'امتاع')]"
1274,صباط دزيري حذاء جزائري,"[('صباط', 'دزيري'), ('دزيري', 'حذاء'), ('حذاء', 'جزائري')]","[('صباط', 'دزيري', 'حذاء'), ('دزيري', 'حذاء', 'جزائري')]"
1275,كسكروت كفتاجي اللص في اريانه اقوي واحد,"[('كسكروت', 'كفتاجي'), ('كفتاجي', 'اللص'), ('اللص', 'في'), ('في', 'اريانه'), ('اريانه', 'اقوي'), ('اقوي', 'واحد')]","[('كسكروت', 'كفتاجي', 'اللص'), ('كفتاجي', 'اللص', 'في'), ('اللص', 'في', 'اريانه'), ('في', 'اريانه', 'اقوي'), ('اريانه', 'اقوي', 'واحد')]"
1276,ابن كفتاجي عند صاليح ورخيص,"[('ابن', 'كفتاجي'), ('كفتاجي', 'عند'), ('عند', 'صاليح'), ('صاليح', 'ورخيص')]","[('ابن', 'كفتاجي', 'عند'), ('كفتاجي', 'عند', 'صاليح'), ('عند', 'صاليح', 'ورخيص')]"
1277,اخوه توانسه اكيد كلهم بيعانو من قول بسبب اكل حاره شكل حلو ولكن الله يعين علي اكل كله مسبك ههه,"[('اخوه', 'توانسه'), ('توانسه', 'اكيد'), ('اكيد', 'كلهم'), ('كلهم', 'بيعانو'), ('بيعانو', 'من'), ('من', 'قول'), ('قول', 'بسبب'), ('بسبب', 'اكل'), ('اكل', 'حاره'), ('حاره', 'شكل'), ('شكل', 'حلو'), ('حلو', 'ولكن'), ('ولكن', 'الله'), ('الله', 'يعين'), ('يعين', 'علي'), ('علي', 'اكل'), ('اكل', 'كله'), ('كله', 'مسبك'), ('مسبك', 'ههه')]","[('اخوه', 'توانسه', 'اكيد'), ('توانسه', 'اكيد', 'كلهم'), ('اكيد', 'كلهم', 'بيعانو'), ('كلهم', 'بيعانو', 'من'), ('بيعانو', 'من', 'قول'), ('من', 'قول', 'بسبب'), ('قول', 'بسبب', 'اكل'), ('بسبب', 'اكل', 'حاره'), ('اكل', 'حاره', 'شكل'), ('حاره', 'شكل', 'حلو'), ('شكل', 'حلو', 'ولكن'), ('حلو', 'ولكن', 'الله'), ('ولكن', 'الله', 'يعين'), ('الله', 'يعين', 'علي'), ('يعين', 'علي', 'اكل'), ('علي', 'اكل', 'كله'), ('اكل', 'كله', 'مسبك'), ('كله', 'مسبك', 'ههه')]"
1278,خبز طبونه ععععععععععععععععع,"[('خبز', 'طبونه'), ('طبونه', 'ععععععععععععععععع')]","[('خبز', 'طبونه', 'ععععععععععععععععع')]"
1279,اهلا بخوتنه توانسه سراق مطلوع جزائر ونسبه لتونس دخلت الخط مع لمراركا,"[('اهلا', 'بخوتنه'), ('بخوتنه', 'توانسه'), ('توانسه', 'سراق'), ('سراق', 'مطلوع'), ('مطلوع', 'جزائر'), ('جزائر', 'ونسبه'), ('ونسبه', 'لتونس'), ('لتونس', 'دخلت'), ('دخلت', 'الخط'), ('الخط', 'مع'), ('مع', 'لمراركا')]","[('اهلا', 'بخوتنه', 'توانسه'), ('بخوتنه', 'توانسه', 'سراق'), ('توانسه', 'سراق', 'مطلوع'), ('سراق', 'مطلوع', 'جزائر'), ('مطلوع', 'جزائر', 'ونسبه'), ('جزائر', 'ونسبه', 'لتونس'), ('ونسبه', 'لتونس', 'دخلت'), ('لتونس', 'دخلت', 'الخط'), ('دخلت', 'الخط', 'مع'), ('الخط', 'مع', 'لمراركا')]"
1280,مغرب عربي كله فقير في اكل لايوجد تنوع مثل مصر خليج وذلك لسبب وجود مختلف اعراف في خليج بسبب عمل ام في مصر بسبب سياحهج,"[('مغرب', 'عربي'), ('عربي', 'كله'), ('كله', 'فقير'), ('فقير', 'في'), ('في', 'اكل'), ('اكل', 'لايوجد'), ('لايوجد', 'تنوع'), ('تنوع', 'مثل'), ('مثل', 'مصر'), ('مصر', 'خليج'), ('خليج', 'وذلك'), ('وذلك', 'لسبب'), ('لسبب', 'وجود'), ('وجود', 'مختلف'), ('مختلف', 'اعراف'), ('اعراف', 'في'), ('في', 'خليج'), ('خليج', 'بسبب'), ('بسبب', 'عمل'), ('عمل', 'ام'), ('ام', 'في'), ('في', 'مصر'), ('مصر', 'بسبب'), ('بسبب', 'سياحهج')]","[('مغرب', 'عربي', 'كله'), ('عربي', 'كله', 'فقير'), ('كله', 'فقير', 'في'), ('فقير', 'في', 'اكل'), ('في', 'اكل', 'لايوجد'), ('اكل', 'لايوجد', 'تنوع'), ('لايوجد', 'تنوع', 'مثل'), ('تنوع', 'مثل', 'مصر'), ('مثل', 'مصر', 'خليج'), ('مصر', 'خليج', 'وذلك'), ('خليج', 'وذلك', 'لسبب'), ('وذلك', 'لسبب', 'وجود'), ('لسبب', 'وجود', 'مختلف'), ('وجود', 'مختلف', 'اعراف'), ('مختلف', 'اعراف', 'في'), ('اعراف', 'في', 'خليج'), ('في', 'خليج', 'بسبب'), ('خليج', 'بسبب', 'عمل'), ('بسبب', 'عمل', 'ام'), ('عمل', 'ام', 'في'), ('ام', 'في', 'مصر'), ('في', 'مصر', 'بسبب'), ('مصر', 'بسبب', 'سياحهج')]"
1281,اخو من جزائر تنكت جوع لهم اني صائم,"[('اخو', 'من'), ('من', 'جزائر'), ('جزائر', 'تنكت'), ('تنكت', 'جوع'), ('جوع', 'لهم'), ('لهم', 'اني'), ('اني', 'صائم')]","[('اخو', 'من', 'جزائر'), ('من', 'جزائر', 'تنكت'), ('جزائر', 'تنكت', 'جوع'), ('تنكت', 'جوع', 'لهم'), ('جوع', 'لهم', 'اني'), ('لهم', 'اني', 'صائم')]"
1282,شنوا هالتعفيط و عفن هذا قالو كفتاجي و انتم حتي ماكينه ترحيو بيها علي نظافه ما عندكمش شادد زوز سكا يرحي فيهم علي بعضهمهذي هيا مضي سيفك و قول فارس,"[('شنوا', 'هالتعفيط'), ('هالتعفيط', 'و'), ('و', 'عفن'), ('عفن', 'هذا'), ('هذا', 'قالو'), ('قالو', 'كفتاجي'), ('كفتاجي', 'و'), ('و', 'انتم'), ('انتم', 'حتي'), ('حتي', 'ماكينه'), ('ماكينه', 'ترحيو'), ('ترحيو', 'بيها'), ('بيها', 'علي'), ('علي', 'نظافه'), ('نظافه', 'ما'), ('ما', 'عندكمش'), ('عندكمش', 'شادد'), ('شادد', 'زوز'), ('زوز', 'سكا'), ('سكا', 'يرحي'), ('يرحي', 'فيهم'), ('فيهم', 'علي'), ('علي', 'بعضهمهذي'), ('بعضهمهذي', 'هيا'), ('هيا', 'مضي'), ('مضي', 'سيفك'), ('سيفك', 'و'), ('و', 'قول'), ('قول', 'فارس')]","[('شنوا', 'هالتعفيط', 'و'), ('هالتعفيط', 'و', 'عفن'), ('و', 'عفن', 'هذا'), ('عفن', 'هذا', 'قالو'), ('هذا', 'قالو', 'كفتاجي'), ('قالو', 'كفتاجي', 'و'), ('كفتاجي', 'و', 'انتم'), ('و', 'انتم', 'حتي'), ('انتم', 'حتي', 'ماكينه'), ('حتي', 'ماكينه', 'ترحيو'), ('ماكينه', 'ترحيو', 'بيها'), ('ترحيو', 'بيها', 'علي'), ('بيها', 'علي', 'نظافه'), ('علي', 'نظافه', 'ما'), ('نظافه', 'ما', 'عندكمش'), ('ما', 'عندكمش', 'شادد'), ('عندكمش', 'شادد', 'زوز'), ('شادد', 'زوز', 'سكا'), ('زوز', 'سكا', 'يرحي'), ('سكا', 'يرحي', 'فيهم'), ('يرحي', 'فيهم', 'علي'), ('فيهم', 'علي', 'بعضهمهذي'), ('علي', 'بعضهمهذي', 'هيا'), ('بعضهمهذي', 'هيا', 'مضي'), ('هيا', 'مضي', 'سيفك'), ('مضي', 'سيفك', 'و'), ('سيفك', 'و', 'قول'), ('و', 'قول', 'فارس')]"
1283,انا جزائري و نحب تونس بزاف تونس تعجب و نرتاح فيها تونس شقيقه ,"[('انا', 'جزائري'), ('جزائري', 'و'), ('و', 'نحب'), ('نحب', 'تونس'), ('تونس', 'بزاف'), ('بزاف', 'تونس'), ('تونس', 'تعجب'), ('تعجب', 'و'), ('و', 'نرتاح'), ('نرتاح', 'فيها'), ('فيها', 'تونس'), ('تونس', 'شقيقه'), ('شقيقه', '')]","[('انا', 'جزائري', 'و'), ('جزائري', 'و', 'نحب'), ('و', 'نحب', 'تونس'), ('نحب', 'تونس', 'بزاف'), ('تونس', 'بزاف', 'تونس'), ('بزاف', 'تونس', 'تعجب'), ('تونس', 'تعجب', 'و'), ('تعجب', 'و', 'نرتاح'), ('و', 'نرتاح', 'فيها'), ('نرتاح', 'فيها', 'تونس'), ('فيها', 'تونس', 'شقيقه'), ('تونس', 'شقيقه', '')]"
