,sentence,bigrams
51,الله يرحم ديك لتونسي لفرح بيه محلاه و تبارك الله عليه افتخر لتونسي الي يعطي صوره باهيه بلاد,"[('الله', 'يرحم'), ('يرحم', 'ديك'), ('ديك', 'لتونسي'), ('لتونسي', 'لفرح'), ('لفرح', 'بيه'), ('بيه', 'محلاه'), ('محلاه', 'و'), ('و', 'تبارك'), ('تبارك', 'الله'), ('الله', 'عليه'), ('عليه', 'افتخر'), ('افتخر', 'لتونسي'), ('لتونسي', 'الي'), ('الي', 'يعطي'), ('يعطي', 'صوره'), ('صوره', 'باهيه'), ('باهيه', 'بلاد')]"
52,وانا اشهد توانسه اهل جود كرم وشعب مرحباني كنت بين يوم من ايام  تحيه لتونس من امار,"[('وانا', 'اشهد'), ('اشهد', 'توانسه'), ('توانسه', 'اهل'), ('اهل', 'جود'), ('جود', 'كرم'), ('كرم', 'وشعب'), ('وشعب', 'مرحباني'), ('مرحباني', 'كنت'), ('كنت', 'بين'), ('بين', 'يوم'), ('يوم', 'من'), ('من', 'ايام'), ('ايام', ''), ('', 'تحيه'), ('تحيه', 'لتونس'), ('لتونس', 'من'), ('من', 'امار')]"
53,ماشاء الله علي جارت ربي يحفظ تونس خضراء و جزائر يارب,"[('ماشاء', 'الله'), ('الله', 'علي'), ('علي', 'جارت'), ('جارت', 'ربي'), ('ربي', 'يحفظ'), ('يحفظ', 'تونس'), ('تونس', 'خضراء'), ('خضراء', 'و'), ('و', 'جزائر'), ('جزائر', 'يارب')]"
54,تحيه من جزائر الي جاره تونس و اتمني تزور جوائروتذوق اكل,"[('تحيه', 'من'), ('من', 'جزائر'), ('جزائر', 'الي'), ('الي', 'جاره'), ('جاره', 'تونس'), ('تونس', 'و'), ('و', 'اتمني'), ('اتمني', 'تزور'), ('تزور', 'جوائروتذوق'), ('جوائروتذوق', 'اكل')]"
55,انا عمري ما زرت تونس لكن حبيت هالبلد وان شاء الله لازور قريب  تحيه لاخوان تونسي من اردن بعدي اكل حجه شكله بشهي الله يرزقك جنه يا امي,"[('انا', 'عمري'), ('عمري', 'ما'), ('ما', 'زرت'), ('زرت', 'تونس'), ('تونس', 'لكن'), ('لكن', 'حبيت'), ('حبيت', 'هالبلد'), ('هالبلد', 'وان'), ('وان', 'شاء'), ('شاء', 'الله'), ('الله', 'لازور'), ('لازور', 'قريب'), ('قريب', ''), ('', 'تحيه'), ('تحيه', 'لاخوان'), ('لاخوان', 'تونسي'), ('تونسي', 'من'), ('من', 'اردن'), ('اردن', 'بعدي'), ('بعدي', 'اكل'), ('اكل', 'حجه'), ('حجه', 'شكله'), ('شكله', 'بشهي'), ('بشهي', 'الله'), ('الله', 'يرزقك'), ('يرزقك', 'جنه'), ('جنه', 'يا'), ('يا', 'امي')]"
56,رجل هذا رسم صوره جميله هو وعائلته عن اهل تونس,"[('رجل', 'هذا'), ('هذا', 'رسم'), ('رسم', 'صوره'), ('صوره', 'جميله'), ('جميله', 'هو'), ('هو', 'وعائلته'), ('وعائلته', 'عن'), ('عن', 'اهل'), ('اهل', 'تونس')]"
57,تحيه من سعوديه الي تونس خضراء انا سعوديه كنت في تونس اكل يعجب خصوصا كسكسي ملوخيه عصبان روعه انا كنت مو متقبله ملوخيه مطح في بدايه الي ان جربت كذا مره وادمنت حتي في حملي توحمت عليها,"[('تحيه', 'من'), ('من', 'سعوديه'), ('سعوديه', 'الي'), ('الي', 'تونس'), ('تونس', 'خضراء'), ('خضراء', 'انا'), ('انا', 'سعوديه'), ('سعوديه', 'كنت'), ('كنت', 'في'), ('في', 'تونس'), ('تونس', 'اكل'), ('اكل', 'يعجب'), ('يعجب', 'خصوصا'), ('خصوصا', 'كسكسي'), ('كسكسي', 'ملوخيه'), ('ملوخيه', 'عصبان'), ('عصبان', 'روعه'), ('روعه', 'انا'), ('انا', 'كنت'), ('كنت', 'مو'), ('مو', 'متقبله'), ('متقبله', 'ملوخيه'), ('ملوخيه', 'مطح'), ('مطح', 'في'), ('في', 'بدايه'), ('بدايه', 'الي'), ('الي', 'ان'), ('ان', 'جربت'), ('جربت', 'كذا'), ('كذا', 'مره'), ('مره', 'وادمنت'), ('وادمنت', 'حتي'), ('حتي', 'في'), ('في', 'حملي'), ('حملي', 'توحمت'), ('توحمت', 'عليها')]"
58,تحياتي لشعب تونسي وكل عام وان بخير اخو من سعوديه ,"[('تحياتي', 'لشعب'), ('لشعب', 'تونسي'), ('تونسي', 'وكل'), ('وكل', 'عام'), ('عام', 'وان'), ('وان', 'بخير'), ('بخير', 'اخو'), ('اخو', 'من'), ('من', 'سعوديه'), ('سعوديه', '')]"
59,تحيه لتونس من مغرب نحبو برشه برشه,"[('تحيه', 'لتونس'), ('لتونس', 'من'), ('من', 'مغرب'), ('مغرب', 'نحبو'), ('نحبو', 'برشه'), ('برشه', 'برشه')]"
60,الله يخلي ديك يا تونسي احسن حاجه ف فيديو والدك ربنا يخليهولك,"[('الله', 'يخلي'), ('يخلي', 'ديك'), ('ديك', 'يا'), ('يا', 'تونسي'), ('تونسي', 'احسن'), ('احسن', 'حاجه'), ('حاجه', 'ف'), ('ف', 'فيديو'), ('فيديو', 'والدك'), ('والدك', 'ربنا'), ('ربنا', 'يخليهولك')]"
61,ما اطيب تونس واهل تحيه من فلسط لاهل في تونس خضراء,"[('ما', 'اطيب'), ('اطيب', 'تونس'), ('تونس', 'واهل'), ('واهل', 'تحيه'), ('تحيه', 'من'), ('من', 'فلسط'), ('فلسط', 'لاهل'), ('لاهل', 'في'), ('في', 'تونس'), ('تونس', 'خضراء')]"
62,اجمل شيء فديو تعليق جميله التي تعبر عن محبه بين شعوب عربيه لهم ديم محبه بينا يارب تحيه من عراق الي جميع اخوتي عرب دون استثناء,"[('اجمل', 'شيء'), ('شيء', 'فديو'), ('فديو', 'تعليق'), ('تعليق', 'جميله'), ('جميله', 'التي'), ('التي', 'تعبر'), ('تعبر', 'عن'), ('عن', 'محبه'), ('محبه', 'بين'), ('بين', 'شعوب'), ('شعوب', 'عربيه'), ('عربيه', 'لهم'), ('لهم', 'ديم'), ('ديم', 'محبه'), ('محبه', 'بينا'), ('بينا', 'يارب'), ('يارب', 'تحيه'), ('تحيه', 'من'), ('من', 'عراق'), ('عراق', 'الي'), ('الي', 'جميع'), ('جميع', 'اخوتي'), ('اخوتي', 'عرب'), ('عرب', 'دون'), ('دون', 'استثناء')]"
63,تحياتي من جزائر لي خاوت من فلسط و مغرب و تونس ,"[('تحياتي', 'من'), ('من', 'جزائر'), ('جزائر', 'لي'), ('لي', 'خاوت'), ('خاوت', 'من'), ('من', 'فلسط'), ('فلسط', 'و'), ('و', 'مغرب'), ('مغرب', 'و'), ('و', 'تونس'), ('تونس', '')]"
64,تونسي يدز جام ,"[('تونسي', 'يدز'), ('يدز', 'جام'), ('جام', '')]"
65,سبح الله كم نعشق هذه شعوب بكل ماتحويه من ثقافه وخلق وجمال يسر ناظر تحيه من يمن لتونس خضراء وشعب عريق وان شاء الله ياتي اليوم الذي ازور ولفتره طويله ليخف هذا شوق,"[('سبح', 'الله'), ('الله', 'كم'), ('كم', 'نعشق'), ('نعشق', 'هذه'), ('هذه', 'شعوب'), ('شعوب', 'بكل'), ('بكل', 'ماتحويه'), ('ماتحويه', 'من'), ('من', 'ثقافه'), ('ثقافه', 'وخلق'), ('وخلق', 'وجمال'), ('وجمال', 'يسر'), ('يسر', 'ناظر'), ('ناظر', 'تحيه'), ('تحيه', 'من'), ('من', 'يمن'), ('يمن', 'لتونس'), ('لتونس', 'خضراء'), ('خضراء', 'وشعب'), ('وشعب', 'عريق'), ('عريق', 'وان'), ('وان', 'شاء'), ('شاء', 'الله'), ('الله', 'ياتي'), ('ياتي', 'اليوم'), ('اليوم', 'الذي'), ('الذي', 'ازور'), ('ازور', 'ولفتره'), ('ولفتره', 'طويله'), ('طويله', 'ليخف'), ('ليخف', 'هذا'), ('هذا', 'شوق')]"
66,انا سوري وافرح لما بشوف ثقاف بلاد عربيه احب واحب اخلاق وحب ضيف تحيه لشعب تونس طيب,"[('انا', 'سوري'), ('سوري', 'وافرح'), ('وافرح', 'لما'), ('لما', 'بشوف'), ('بشوف', 'ثقاف'), ('ثقاف', 'بلاد'), ('بلاد', 'عربيه'), ('عربيه', 'احب'), ('احب', 'واحب'), ('واحب', 'اخلاق'), ('اخلاق', 'وحب'), ('وحب', 'ضيف'), ('ضيف', 'تحيه'), ('تحيه', 'لشعب'), ('لشعب', 'تونس'), ('تونس', 'طيب')]"
67,انا سعودي و من عشاق تونس و اهل تونس و ثقافه تونس و عقل تونسي حتي كنه عربيه تونسيه اعشق  فالتحيي تونس ,"[('انا', 'سعودي'), ('سعودي', 'و'), ('و', 'من'), ('من', 'عشاق'), ('عشاق', 'تونس'), ('تونس', 'و'), ('و', 'اهل'), ('اهل', 'تونس'), ('تونس', 'و'), ('و', 'ثقافه'), ('ثقافه', 'تونس'), ('تونس', 'و'), ('و', 'عقل'), ('عقل', 'تونسي'), ('تونسي', 'حتي'), ('حتي', 'كنه'), ('كنه', 'عربيه'), ('عربيه', 'تونسيه'), ('تونسيه', 'اعشق'), ('اعشق', ''), ('', 'فالتحيي'), ('فالتحيي', 'تونس'), ('تونس', '')]"
68,اخوا تونسي احب من دون مجامله واحس اخوا عاطفه خرجه من قلب عراقي مر من هنا,"[('اخوا', 'تونسي'), ('تونسي', 'احب'), ('احب', 'من'), ('من', 'دون'), ('دون', 'مجامله'), ('مجامله', 'واحس'), ('واحس', 'اخوا'), ('اخوا', 'عاطفه'), ('عاطفه', 'خرجه'), ('خرجه', 'من'), ('من', 'قلب'), ('قلب', 'عراقي'), ('عراقي', 'مر'), ('مر', 'من'), ('من', 'هنا')]"
69,ما شاءالله تبارك الله اول مره بحياتي اشوف تونس و اكل تونس  شكرا لك علي فيديو,"[('ما', 'شاءالله'), ('شاءالله', 'تبارك'), ('تبارك', 'الله'), ('الله', 'اول'), ('اول', 'مره'), ('مره', 'بحياتي'), ('بحياتي', 'اشوف'), ('اشوف', 'تونس'), ('تونس', 'و'), ('و', 'اكل'), ('اكل', 'تونس'), ('تونس', ''), ('', 'شكرا'), ('شكرا', 'لك'), ('لك', 'علي'), ('علي', 'فيديو')]"
70,ياخي انا مدري ليه احب تونس واهل مع اني ما عاشرت ولا زرت بس يدخل قلب ,"[('ياخي', 'انا'), ('انا', 'مدري'), ('مدري', 'ليه'), ('ليه', 'احب'), ('احب', 'تونس'), ('تونس', 'واهل'), ('واهل', 'مع'), ('مع', 'اني'), ('اني', 'ما'), ('ما', 'عاشرت'), ('عاشرت', 'ولا'), ('ولا', 'زرت'), ('زرت', 'بس'), ('بس', 'يدخل'), ('يدخل', 'قلب'), ('قلب', '')]"
71,برافو ياس ولد تونس انت عملت بميساج لي منجمش سفير تونسي ينجم يعمله والا وزاره سياحه  تونس تفتخر بيك وربي يكثر منك ناس يا شباب,"[('برافو', 'ياس'), ('ياس', 'ولد'), ('ولد', 'تونس'), ('تونس', 'انت'), ('انت', 'عملت'), ('عملت', 'بميساج'), ('بميساج', 'لي'), ('لي', 'منجمش'), ('منجمش', 'سفير'), ('سفير', 'تونسي'), ('تونسي', 'ينجم'), ('ينجم', 'يعمله'), ('يعمله', 'والا'), ('والا', 'وزاره'), ('وزاره', 'سياحه'), ('سياحه', ''), ('', 'تونس'), ('تونس', 'تفتخر'), ('تفتخر', 'بيك'), ('بيك', 'وربي'), ('وربي', 'يكثر'), ('يكثر', 'منك'), ('منك', 'ناس'), ('ناس', 'يا'), ('يا', 'شباب')]"
72,اه من تونس شعب وثقافه وكل شي ارمو بتونس وانسو تحيه لهذا شعب عظيم من يمن محب لكم,"[('اه', 'من'), ('من', 'تونس'), ('تونس', 'شعب'), ('شعب', 'وثقافه'), ('وثقافه', 'وكل'), ('وكل', 'شي'), ('شي', 'ارمو'), ('ارمو', 'بتونس'), ('بتونس', 'وانسو'), ('وانسو', 'تحيه'), ('تحيه', 'لهذا'), ('لهذا', 'شعب'), ('شعب', 'عظيم'), ('عظيم', 'من'), ('من', 'يمن'), ('يمن', 'محب'), ('محب', 'لكم')]"
73,936 حسيتك خوفت شويه لما قالك في بيت كانه هيخطفك ,"[('936', 'حسيتك'), ('حسيتك', 'خوفت'), ('خوفت', 'شويه'), ('شويه', 'لما'), ('لما', 'قالك'), ('قالك', 'في'), ('في', 'بيت'), ('بيت', 'كانه'), ('كانه', 'هيخطفك'), ('هيخطفك', '')]"
74,لك علي عيني تونس واهل تونس وطيبه قلب تونسي واحلي شي حلقه ابتسامه الام تونسيهمن قلب حلب الف تحيه فخر وحب اخوه توانسه وانشالله زور هالبلد ان الله كتبل عمر,"[('لك', 'علي'), ('علي', 'عيني'), ('عيني', 'تونس'), ('تونس', 'واهل'), ('واهل', 'تونس'), ('تونس', 'وطيبه'), ('وطيبه', 'قلب'), ('قلب', 'تونسي'), ('تونسي', 'واحلي'), ('واحلي', 'شي'), ('شي', 'حلقه'), ('حلقه', 'ابتسامه'), ('ابتسامه', 'الام'), ('الام', 'تونسيهمن'), ('تونسيهمن', 'قلب'), ('قلب', 'حلب'), ('حلب', 'الف'), ('الف', 'تحيه'), ('تحيه', 'فخر'), ('فخر', 'وحب'), ('وحب', 'اخوه'), ('اخوه', 'توانسه'), ('توانسه', 'وانشالله'), ('وانشالله', 'زور'), ('زور', 'هالبلد'), ('هالبلد', 'ان'), ('ان', 'الله'), ('الله', 'كتبل'), ('كتبل', 'عمر')]"
75,حتا ليب اكل قريب جدا من تونس عند عصبان وبراك كسكسي ومنخيه,"[('حتا', 'ليب'), ('ليب', 'اكل'), ('اكل', 'قريب'), ('قريب', 'جدا'), ('جدا', 'من'), ('من', 'تونس'), ('تونس', 'عند'), ('عند', 'عصبان'), ('عصبان', 'وبراك'), ('وبراك', 'كسكسي'), ('كسكسي', 'ومنخيه')]"
76,تحيه لتونس توانسه من جزائر اقسم بالله احلي وافضل واوفي جير نحب بزاف,"[('تحيه', 'لتونس'), ('لتونس', 'توانسه'), ('توانسه', 'من'), ('من', 'جزائر'), ('جزائر', 'اقسم'), ('اقسم', 'بالله'), ('بالله', 'احلي'), ('احلي', 'وافضل'), ('وافضل', 'واوفي'), ('واوفي', 'جير'), ('جير', 'نحب'), ('نحب', 'بزاف')]"
77,ونعم والله من تونس حبيبه محب من سوريه,"[('ونعم', 'والله'), ('والله', 'من'), ('من', 'تونس'), ('تونس', 'حبيبه'), ('حبيبه', 'محب'), ('محب', 'من'), ('من', 'سوريه')]"
78,ولك والله احب تونس ناس كتير طيب ونخوه ونفسي ازور عن قريب,"[('ولك', 'والله'), ('والله', 'احب'), ('احب', 'تونس'), ('تونس', 'ناس'), ('ناس', 'كتير'), ('كتير', 'طيب'), ('طيب', 'ونخوه'), ('ونخوه', 'ونفسي'), ('ونفسي', 'ازور'), ('ازور', 'عن'), ('عن', 'قريب')]"
79,كتير متواضع وحباب زي مابتقولو تحيه لاخوات توانسه نحبو بزاف,"[('كتير', 'متواضع'), ('متواضع', 'وحباب'), ('وحباب', 'زي'), ('زي', 'مابتقولو'), ('مابتقولو', 'تحيه'), ('تحيه', 'لاخوات'), ('لاخوات', 'توانسه'), ('توانسه', 'نحبو'), ('نحبو', 'بزاف')]"
80,صحيح عصبان عند مره لذيذ واحلي اكل اكلته في تونس,"[('صحيح', 'عصبان'), ('عصبان', 'عند'), ('عند', 'مره'), ('مره', 'لذيذ'), ('لذيذ', 'واحلي'), ('واحلي', 'اكل'), ('اكل', 'اكلته'), ('اكلته', 'في'), ('في', 'تونس')]"
81,ربي يباركلك ياس عطيت صوره مزيانه علي تونس,"[('ربي', 'يباركلك'), ('يباركلك', 'ياس'), ('ياس', 'عطيت'), ('عطيت', 'صوره'), ('صوره', 'مزيانه'), ('مزيانه', 'علي'), ('علي', 'تونس')]"
82,الله يصبر كل واحد في غربه توحشت بلادي تونس حبيبه ,"[('الله', 'يصبر'), ('يصبر', 'كل'), ('كل', 'واحد'), ('واحد', 'في'), ('في', 'غربه'), ('غربه', 'توحشت'), ('توحشت', 'بلادي'), ('بلادي', 'تونس'), ('تونس', 'حبيبه'), ('حبيبه', '')]"
83,اقوي ملوخيه هي ملوخيه تونسيه,"[('اقوي', 'ملوخيه'), ('ملوخيه', 'هي'), ('هي', 'ملوخيه'), ('ملوخيه', 'تونسيه')]"
84,مغربي عاشق اكل تونسي فلفل تونسي,"[('مغربي', 'عاشق'), ('عاشق', 'اكل'), ('اكل', 'تونسي'), ('تونسي', 'فلفل'), ('فلفل', 'تونسي')]"
85,والله صحه ليك يا صاحبي ربي يحميك  ملا مكينه متاع ماكله يا معلم ,"[('والله', 'صحه'), ('صحه', 'ليك'), ('ليك', 'يا'), ('يا', 'صاحبي'), ('صاحبي', 'ربي'), ('ربي', 'يحميك'), ('يحميك', ''), ('', 'ملا'), ('ملا', 'مكينه'), ('مكينه', 'متاع'), ('متاع', 'ماكله'), ('ماكله', 'يا'), ('يا', 'معلم'), ('معلم', '')]"
